Title,Date,Category,Link,Agency
Former Personal Care Aide Pleads Guilty to Health Care Fraud,"August 8, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-personal-care-aide-pleads-guilty-to-health-care-fraud-3/,U.S. Attorney
Former Personal Care Aide Pleads Guilty to Health Care Fraud,"August 8, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-personal-care-aide-pleads-guilty-to-health-care-fraud-3/,U.S. Attorney
Former Personal Care Aide Pleads Guilty to Health Care Fraud,"August 8, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-personal-care-aide-pleads-guilty-to-health-care-fraud-3/,U.S. Attorney
Former Personal Care Aide Pleads Guilty to Health Care Fraud,"October 25, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-personal-care-aide-pleads-guilty-to-health-care-fraud-2/,U.S. Attorney
Former Personal Care Aide Pleads Guilty to Health Care Fraud,"October 25, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-personal-care-aide-pleads-guilty-to-health-care-fraud-2/,U.S. Attorney
Former Personal Care Aide Pleads Guilty to Health Care Fraud,"October 25, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-personal-care-aide-pleads-guilty-to-health-care-fraud-2/,U.S. Attorney
Hospice to pay $1.75 million to resolve false claims act allegations,"March 4, 2020",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospice-to-pay-175-million-to-resolve-false-claims-act-allegations/,"U.S. Attorney's Office, Northern District of Georgia"
Georgia Medicaid Provider and Senior Executives Agree to Pay $1.75 Million to Resolve False Claims Allegations,"March 4, 2020",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/georgia-medicaid-provider-and-senior-executives-agree-to-pay-175-million-to-resolve-false-claims-allegations/,USAO Northern District of Georgia and Georgia State Attorney General
Three Delaware County Residents Charged in $320k Medicaid Fraud Scheme,"March 4, 2020",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/three-delaware-county-residents-charged-in-320k-medicaid-fraud-scheme/,"U.S. Attorney's Office, Eastern District of Pennsylvania"
United States Files False Claims Act Complaint Against Drug Maker Mallinckrodt. Complaint alleges that company avoided paying hundreds of millions of dollars in Medicaid rebates due to significant drug price increases,"March 3, 2020",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-files-false-claims-act-complaint-against-drug-maker-mallinckrodt-complaint-alleges-that-company-avoided-paying-hundreds-of-millions-of-dollars-in-medicaid-rebates-due-to-significant-drug-price-increases/,"U.S. Attorney's Office, District of Massachusetts"
Two Connecticut Physicians Pay over $4.9 Million to Settle False Claims Act Allegations,"March 2, 2020",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-connecticut-physicians-pay-over-49-million-to-settle-false-claims-act-allegations/,"U.S. Attorney's Office, District of Connecticut"
Connecticut Announces $4.9 Million State/Federal False Claims Settlement with Middletown Doctor Couple,"March 2, 2020",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/connecticut-announces-49-million-statefederal-false-claims-settlement-with-middletown-doctor-couple/,State of Connecticut Attorney General
Former Adult Day Care Activity Center Owner in San Antonio Pleads Guilty to Health Care Fraud Scheme and Theft of Social Security Benefits,"March 2, 2020",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-adult-day-care-activity-center-owner-in-san-antonio-pleads-guilty-to-health-care-fraud-scheme-and-theft-of-social-security-benefits/,"U.S. Attorney's Office, Western District of Texas"
Diversicare Health Services Inc. Agrees to Pay $9.5 Million to Resolve False Claims Act Allegations Relating to the Provision of Medically Unnecessary Rehabilitation Therapy Services,"February 28, 2020",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/diversicare-health-services-inc-agrees-to-pay-95-million-to-resolve-false-claims-act-allegations-relating-to-the-provision-of-medically-unnecessary-rehabilitation-therapy-services/,Department of Justice
Sanofi Agrees to Pay $11.85 Million to Resolve Allegations That it Paid Kickbacks Through a Co-Pay Assistance Foundation,"February 28, 2020",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sanofi-agrees-to-pay-1185-million-to-resolve-allegations-that-it-paid-kickbacks-through-a-co-pay-assistance-foundation/,"U.S. Attorney's Office, District of Massachusetts"
Woman Sentenced for Cocaine Conspiracy and Multiple Fraud Schemes,"February 28, 2020",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/woman-sentenced-for-cocaine-conspiracy-and-multiple-fraud-schemes/,"U.S. Attorney's Office, Eastern District of Virginia"
"Diversicare Health Services, Inc. Agrees To Pay $9.5 Million To Resolve False Claims Act Allegations","February 28, 2020",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/diversicare-health-services-inc-agrees-to-pay-95-million-to-resolve-false-claims-act-allegations/,"U.S. Attorney's Office, Middle District of Tennessee"
Queens Pharmacy Owner Found Guilty of Health Care Fraud and Money Laundering Charges for Role in Billing Scheme,"February 27, 2020",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/queens-pharmacy-owner-found-guilty-of-health-care-fraud-and-money-laundering-charges-for-role-in-billing-scheme/,"United States Attorney, Eastern District of New York"
"Kansas Clinic Agrees to Pay $775,000 To Resolve False Claims Act Allegations","February 27, 2020",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kansas-clinic-agrees-to-pay-775000-to-resolve-false-claims-act-allegations/,"U.S. Attorney's Office, District of Kansas"
Five Defendants Sentenced in South Florida to Prison Terms for Their Roles in Tricare and Medicare Fraud Scheme,"February 27, 2020",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/five-defendants-sentenced-in-south-florida-to-prison-terms-for-their-roles-in-tricare-and-medicare-fraud-scheme/,"U.S. Attorney's Office, Southern District of Florida"
Physician Charged for Alleged Role in an Over $120 Million Health Care Fraud and Money Laundering Conspiracy Involving Sponsorship of Ultimate Fighting Championship Hall of Famers,"February 26, 2020",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-charged-for-alleged-role-in-an-over-120-million-health-care-fraud-and-money-laundering-conspiracy-involving-sponsorship-of-ultimate-fighting-championship-hall-of-famers/,Department of Justice
"Two Los Angeles Pharmacy Owners Sentenced for Multimillion-Dollar Scheme that Billed Medicare, Cigna $11.8 Million in Fraudulent Medication Claims","February 26, 2020",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-los-angeles-pharmacy-owners-sentenced-for-multimillion-dollar-scheme-that-billed-medicare-cigna-118-million-in-fraudulent-medication-claims/,Department of Justice
Georgia woman pleads guilty to social security fraud,"February 26, 2020",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/georgia-woman-pleads-guilty-to-social-security-fraud/,"U.S. Attorney's Office, Northern District of Georgia"
Urologist Sentenced to Nearly Six Years in Prison for Fraudulent Billings of Nonexistent Patient Visits and Unnecessary Tests,"February 24, 2020",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/urologist-sentenced-to-nearly-six-years-in-prison-for-fraudulent-billings-of-nonexistent-patient-visits-and-unnecessary-tests/,"U.S. Attorney, Central District of California"
Waterbury Woman Charged in Scheme to Defraud Medicaid,"February 21, 2020",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/waterbury-woman-charged-in-scheme-to-defraud-medicaid/,Connecticut State Division of Criminal Justice
Fresenius Agrees to Pay $5.2 Million to Resolve Allegations that it Overbilled Medicare for Hepatitis B Tests,"October 9, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fresenius-agrees-to-pay-52-million-to-resolve-allegations-that-it-overbilled-medicare-for-hepatitis-b-tests/,U.S. Attorney
Genetic Testing Company and Three Principals Agree to Pay $42.6 Million to Resolve Kickback and Medical Necessity Claims,"October 9, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/genetic-testing-company-and-three-principals-agree-to-pay-426-million-to-resolve-kickback-and-medical-necessity-claims/,U.S. Department of Justice
Texarkana Physician Arrested For Over-Prescribing Opiates And Other Controlled Substances,"October 8, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/texarkana-physician-arrested-for-over-prescribing-opiates-and-other-controlled-substances/,U.S. Attorney
"Six people pleaded guilty to crimes related to a health care fraud conspiracy in which Medicaid was billed $48 million for drug and alcohol recovery services, many of which were not provided, not medically necessary, lacked proper documentation","October 7, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/six-people-pleaded-guilty-to-crimes-related-to-a-health-care-fraud-conspiracy-in-which-medicaid-was-billed-48-million-for-drug-and-alcohol-recovery-services-many-of-which-were-not-provided-not-medically-necessary-lacked-proper-documentation/,U.S. Attorney
Texas Physician Convicted in $16 Million Medicare Fraud Scheme,"October 7, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/texas-physician-convicted-in-16-million-medicare-fraud-scheme/,U.S. Department of Justice
"Eye Doctor Group, Physicians Pay $6.65 Million to Settle Allegations They Submitted Fraudulent Bills to Medicare and Medicaid","October 4, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/eye-doctor-group-physicians-pay-665-million-to-settle-allegations-they-submitted-fraudulent-bills-to-medicare-and-medicaid/,U.S. Attorney
Owner of Tampa-Area Medical Marketing Company Sentenced to Prison for DNA Testing Fraud Scheme,"October 4, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-tampa-area-medical-marketing-company-sentenced-to-prison-for-dna-testing-fraud-scheme/,U.S. Department of Justice
Jackson County Licensed Professional Counselor Pleads Guilty to Medicaid Fraud,"October 4, 2019",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/jackson-county-licensed-professional-counselor-pleads-guilty-to-medicaid-fraud/,Missouri Attorney General
Former Parkersburg Physician Pleads Guilty for His Role in Hope Clinic Conspiracy,"October 3, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-parkersburg-physician-pleads-guilty-for-his-role-in-hope-clinic-conspiracy/,U.S. Attorney
Hartford Licensed Professional Counselor Pays $45K to Settle False Claims Allegations,"October 3, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hartford-licensed-professional-counselor-pays-45k-to-settle-false-claims-allegations/,U.S. Attorney
Lancaster Surgeon to Pay $4.25 Million to Resolve False Billing and Kickback Claims,"October 3, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lancaster-surgeon-to-pay-425-million-to-resolve-false-billing-and-kickback-claims/,U.S. Attorney
Former Pine Ridge Indian Health Services Pediatrician Convicted of Multiple Sex Offenses Against Children,"October 1, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-pine-ridge-indian-health-services-pediatrician-convicted-of-multiple-sex-offenses-against-children/,U.S. Attorney
North Carolina Woman Charged with TennCare Fraud,"October 1, 2019",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/north-carolina-woman-charged-with-tenncare-fraud/,Tennessee Department of Finance and Administration
Greensburg Doctor Convicted at Trial of Illegally Dispensing Opioid Prescriptions,"October 18, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/greensburg-doctor-convicted-at-trial-of-illegally-dispensing-opioid-prescriptions/,U.S. Attorney
Kentucky Physician Pleads Guilty To Unlawfully Distributing Opioids,"October 18, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kentucky-physician-pleads-guilty-to-unlawfully-distributing-opioids/,U.S. Attorney
Kentucky Physician Pleads Guilty To Unlawfully Distributing Opioids,"October 18, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kentucky-physician-pleads-guilty-to-unlawfully-distributing-opioids/,U.S. Department of Justice
Kentucky Physician Pleads Guilty To Unlawfully Distributing Opioids,"October 17, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kentucky-physician-pleads-guilty-to-unlawfully-distributing-opioids-2/,U.S. Attorney
Kentucky Physician Pleads Guilty To Unlawfully Distributing Opioids,"October 17, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kentucky-physician-pleads-guilty-to-unlawfully-distributing-opioids-2/,U.S. Department of Justice
Long Island Chiropractor Sentenced to 18 Months' Imprisonment for Multi-Million Dollar Health Care Fraud Scheme,"October 18, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/long-island-chiropractor-sentenced-to-18-months-imprisonment-for-multi-million-dollar-health-care-fraud-scheme/,U.S. Attorney
Former Osteo Relief Institutes and Their Owners to Pay Over $7.1 Million to Resolve Allegations of Unnecessary Knee Injections and Braces,"October 18, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-osteo-relief-institutes-and-their-owners-to-pay-over-71-million-to-resolve-allegations-of-unnecessary-knee-injections-and-braces/,U.S. Department of Justice
Two East Tennessee Doctors Plead Guilty to Opioid Offenses,"October 18, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-east-tennessee-doctors-plead-guilty-to-opioid-offenses/,U.S. Department of Justice
$3.1 Million Judgment Entered Against Five Rural Home Health Providers in Iowa and South Dakota,"October 17, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/31-million-judgment-entered-against-five-rural-home-health-providers-in-iowa-and-south-dakota/,U.S. Attorney
Southern California Doctor Found Guilty in $12 Million Medicare Fraud and Device Adulteration Scheme,"October 17, 2019",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/southern-california-doctor-found-guilty-in-12-million-medicare-fraud-and-device-adulteration-scheme/,U.S. Department of Justice
